UniqueCount	AmbigCount
0	118448
0	20148
0	224954
0	1500
0	32293
0	29302164
0	294
0	78
0	66
0	39
0	10
0	4
0	5
0	10
0	12
0	4
0	8
0	2
0	0
0	1
0	0
0	0
0	4
0	1
0	2
0	1
0	0
0	1
0	1
0	1
0	18
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	2
0	0
0	1
0	0
0	0
0	0
0	1
0	2
0	7
0	6
0	2
0	1
0	1
0	0
0	4
0	0
0	0
0	25
0	0
0	1
0	3
0	2
0	2
0	0
0	45
0	2
0	0
0	0
0	0
0	1
0	0
0	1
0	3
0	0
0	0
0	0
0	2
0	4
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	1
0	11
0	3
0	5
0	1
0	1
0	0
0	1
0	3
0	3
0	1
0	1
0	1
0	1
0	14
0	3
0	0
0	3
0	22
0	0
0	1
0	0
0	1
0	0
0	0
0	2
0	0
0	0
0	10
0	0
0	0
0	1
0	6
0	2
0	0
0	2
0	0
0	3
0	4
0	0
0	0
0	0
0	1
0	0
0	2
0	3
0	0
0	0
0	1
0	32
0	1
0	1
0	1
0	7
0	1
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	1
0	0
0	0
0	0
0	13
0	0
0	1
0	0
0	5
0	4
0	1
0	1
0	1
0	8
0	5
0	0
0	1
0	0
0	15
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	4
0	6
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	5
0	0
0	14
0	1
0	8
0	0
0	0
0	2
0	0
0	2
0	2
0	2
0	25
0	36
0	2
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	2
0	0
0	0
0	10
0	5
0	1
0	0
0	0
0	1
0	4
0	1
0	0
0	15
0	0
0	12
0	0
0	10
0	2
0	2
0	0
0	0
0	0
0	4
0	2
0	0
0	0
0	0
0	5
0	0
0	1
0	0
0	0
0	0
0	0
0	120
0	6
0	9
0	49
0	1
0	3
0	6
0	0
0	0
0	6
0	6
0	5
0	1
0	0
0	1
0	0
0	0
0	0
0	2
0	8
0	124
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	14
0	4
0	0
0	0
0	0
0	14
0	0
0	0
0	0
0	2
0	1
0	2
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	3
0	1
0	0
0	2
0	0
0	0
0	2
0	8
0	41
0	0
0	2
0	0
0	1
0	0
0	3
0	7
0	1
0	1
0	1
0	2
0	6
0	25
0	0
0	0
0	0
0	10
0	0
0	1
0	0
0	10
0	3
0	1
0	0
0	2
0	0
0	0
0	0
0	2
0	1
0	2
0	4
0	4
0	0
0	1
0	0
0	0
0	11
0	26
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	5
0	0
0	0
0	3
0	0
0	12
0	0
0	1
0	0
0	29
0	9
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	3
0	2
0	3
0	2
0	9
0	0
0	0
0	38
0	3
0	0
0	0
0	0
0	6
0	0
0	1
0	7
0	22
0	0
0	1
0	2
0	1
0	0
0	1
0	1
0	3
0	11
0	0
0	1
0	0
0	1
0	0
0	23
0	0
0	0
0	0
0	1
0	0
0	0
0	8
0	11
0	0
0	1
0	5
0	1
0	2
0	0
0	1
0	0
0	3
0	0
0	3
0	0
0	1
0	0
0	0
0	3
0	1
0	1
0	6
0	24
0	0
0	2
0	0
0	0
0	2
0	0
0	1
0	0
0	0
0	0
0	4
0	1
0	2
0	0
0	0
0	1
0	2
0	1
0	15
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	3
0	0
0	0
0	0
0	1
